NOSE_X,NOSE_Y,NOSE_Z,NOSE_V,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_INNER_Z,LEFT_EYE_INNER_V,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_Z,LEFT_EYE_V,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,LEFT_EYE_OUTER_Z,LEFT_EYE_OUTER_V,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_INNER_Z,RIGHT_EYE_INNER_V,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_Z,RIGHT_EYE_V,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,RIGHT_EYE_OUTER_Z,RIGHT_EYE_OUTER_V,LEFT_EAR_X,LEFT_EAR_Y,LEFT_EAR_Z,LEFT_EAR_V,RIGHT_EAR_X,RIGHT_EAR_Y,RIGHT_EAR_Z,RIGHT_EAR_V,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_LEFT_Z,MOUTH_LEFT_V,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,MOUTH_RIGHT_Z,MOUTH_RIGHT_V,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,LEFT_SHOULDER_V,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,RIGHT_SHOULDER_V,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,LEFT_ELBOW_V,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,RIGHT_ELBOW_V,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,LEFT_WRIST_V,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,RIGHT_WRIST_V,LEFT_PINKY_X,LEFT_PINKY_Y,LEFT_PINKY_Z,LEFT_PINKY_V,RIGHT_PINKY_X,RIGHT_PINKY_Y,RIGHT_PINKY_Z,RIGHT_PINKY_V,LEFT_INDEX_X,LEFT_INDEX_Y,LEFT_INDEX_Z,LEFT_INDEX_V,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_INDEX_Z,RIGHT_INDEX_V,LEFT_THUMB_X,LEFT_THUMB_Y,LEFT_THUMB_Z,LEFT_THUMB_V,RIGHT_THUMB_X,RIGHT_THUMB_Y,RIGHT_THUMB_Z,RIGHT_THUMB_V,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_HIP_V,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_HIP_V,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,LEFT_KNEE_V,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,RIGHT_KNEE_V,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,LEFT_ANKLE_V,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,RIGHT_ANKLE_V,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,LEFT_HEEL_V,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,RIGHT_HEEL_V,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,LEFT_FOOT_INDEX_V,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z,RIGHT_FOOT_INDEX_V,Pose_Class
0.11717179283845026,-0.455669281,0.7540032779955436,0.9995798468589783,0.13276717040651378,-0.487031653,0.6842706285664846,0.9996613264083862,0.1320747923685571,-0.489506519,0.6842865726261427,0.9996603727340698,0.1311634878968938,-0.491757008,0.6841259144831869,0.9996271133422852,0.14333222614161822,-0.481840615,0.730187897,0.9996963739395142,0.15004079070499884,-0.480570424,0.7302864022863902,0.9997350573539734,0.156589335,-0.479094526,0.73003037,0.999715269,0.14761265536505364,-0.488978683,0.3992073657217215,0.9995266199111938,0.17775690040361594,-0.469064031,0.6135872493546074,0.9995512366294861,0.12132745254776049,-0.440438472,0.6568205237613648,0.9991372227668762,0.13242254680430188,-0.436442601,0.7192359513968917,0.9991428852081299,0.13113415082712274,-0.446070842,0.16241835264744647,0.9999723434448242,0.25356261316727957,-0.255362263,0.5171095124493142,0.9998223185539246,0.055605227,-0.365642859,0.1587130836342807,0.7153149843215942,0.20615321267645076,-0.081799636,0.545396072,0.34753626585006714,0.063516263,-0.383200342,0.33936354097386406,0.28854426741600037,0.14691645075277898,-0.094226726,0.5940972308284379,0.070281133,0.056963893,-0.378757921,0.3431297597787232,0.30429738759994507,0.13473124664280756,-0.106691617,0.6312061310176906,0.075524889,0.069269112,-0.376498039,0.3696654872570455,0.31146183609962463,0.12480615647318341,-0.126986028,0.6243227615820576,0.069125615,0.062936132,-0.396861676,0.35960881511144227,0.2691979706287384,0.12684977907257186,-0.1278346,0.5951905874721983,0.07661175,-0.030365491,-0.07696702,-0.16286625,0.9999874830245972,0.030365491,0.07696702,0.16142516818213853,0.9998804330825806,-0.293489669,-0.038172282,-0.046808335,0.999117911,-0.095448099,0.19973001779175234,0.5644121167296327,0.8615756630897522,-0.545923211,0.024270106,-0.614369378,0.9980735778808594,-0.187085973,0.24463069296836368,0.3725083710724993,0.8873252868652344,-0.578264722,0.11515495625928757,-0.662964727,0.9967116117477417,-0.197310927,0.2658081148119584,0.3556324825894876,0.9320668578147888,-0.662573083,-0.039573852,-0.702741677,0.98238498,-0.239797382,0.23038250147381895,0.4120379273882576,0.6920503973960876,defending
0.2349986411373165,-0.377113892,-0.284304424,0.9938286542892456,0.22328676744979378,-0.396913623,-0.349669154,0.9958879947662354,0.22324093637849368,-0.407510863,-0.349710163,0.9961823225021362,0.22308680949392848,-0.417798081,-0.349661169,0.9965282678604126,0.22008319326131115,-0.36298642,-0.365119865,0.9955175518989563,0.21674831924694177,-0.351826289,-0.365074831,0.9946985840797424,0.21339893500922638,-0.340879387,-0.365842766,0.9947848320007324,0.21251381138512176,-0.420329407,-0.471295593,0.9972982406616211,0.1993795819018068,-0.318452598,-0.538990519,0.9960728287696838,0.23791431126014173,-0.382372609,-0.298009264,0.9935649633407593,0.2356581484837855,-0.344793785,-0.318075089,0.992171049,0.22929700813206358,-0.401542738,-0.411373414,0.9972062706947327,0.1693830572589201,-0.292037975,-0.461135385,0.9975755214691162,0.10027617208032696,-0.344169138,-0.22729984,0.6720060110092163,0.005703314,-0.382168935,-0.31759008,0.40602031350135803,0.027601895405942302,-0.345623522,-0.261617978,0.3180038630962372,0.056710996,-0.480252737,-0.219153809,0.16202911734580994,0.004008449,-0.348560958,-0.317810322,0.33290499448776245,0.058321807768808936,-0.495465113,-0.250420111,0.16567319631576538,0.025879248768465594,-0.356745608,-0.349156673,0.33841636776924133,0.073589571,-0.534408252,-0.258460212,0.1597277820110321,0.035862636338384546,-0.34855441,-0.278322474,0.2972300350666046,0.067877675,-0.537942022,-0.222292994,0.16582433879375458,0.005140424,-0.001088178,-0.042690114,0.9985233545303345,-0.005140424,0.001088178,0.043258512,0.9994871020317078,-0.111595031,-0.059728415,0.3953525792037447,0.9634308218955994,-0.025549053,-0.02220887,0.4814512898283639,0.8417966961860657,-0.165155628,0.097978956,0.9449897974130903,0.9504579901695251,-0.150780066,0.12017552776778904,0.9357609414571622,0.8519607186317444,-0.160576767,0.12530294522721638,0.9980605853931163,0.9435058236122131,-0.149865037,0.13343415587320429,0.99143773,0.8889354467391968,-0.209719709,0.11838652340159597,0.9249371996107792,0.9248307347297668,-0.227692036,0.1837649889960459,0.9510815253862238,0.670440137,defending
-0.045618068,-0.491699738,-0.40645873,0.9944388270378113,-0.036571509,-0.52327633,-0.406693294,0.9962949752807617,-0.030690642,-0.525798982,-0.406770026,0.9965611696243286,-0.024576272,-0.528160006,-0.406827739,0.9968724846839905,-0.049044609,-0.518373033,-0.360067483,0.9959576725959778,-0.051768805,-0.518087726,-0.360140746,0.9952194690704346,-0.054400106,-0.517806633,-0.360084503,0.995298445,-0.00020483,-0.527406123,-0.317722715,0.997563899,-0.043355612,-0.518918433,-0.106811715,0.9964504837989807,-0.028677157,-0.469063096,-0.36773017,0.9942042231559753,-0.044073058,-0.466379511,-0.306327621,0.9929378628730774,0.05692039,-0.394893683,-0.363121219,0.9974803924560547,-0.054117666,-0.405101408,0.19804992355768186,0.9977672696113586,0.082112703,-0.177586741,-0.754137601,0.7046445608139038,-0.155191479,-0.322689103,0.45499488621173545,0.4531967341899872,-0.043788945,-0.299011475,-1.125773765,0.38591068983078003,-0.236666182,-0.417748685,0.4504974017434509,0.24367588758468628,-0.070190973,-0.327567309,-1.214387498,0.39879024028778076,-0.273787449,-0.452026923,0.45548568636720155,0.24569907784461975,-0.066618111,-0.358849217,-1.18685967,0.4036730229854584,-0.266046275,-0.467457353,0.43064613744288005,0.24047259986400604,-0.060542189,-0.352240027,-1.118590246,0.3658529818058014,-0.249809586,-0.457296994,0.4374684024562951,0.24565543234348297,0.020268373006498985,0.004819413,-0.201509177,0.9986194968223572,-0.020268373,-0.004819413,0.20149019796135428,0.9994670748710632,-0.123420444,0.18563761823718017,-0.24601518,0.9653491973876953,0.035099272,0.26896181161644206,0.2627085890784955,0.8518950939178467,-0.254928274,0.4124942253146925,-0.189385638,0.9553004503250122,0.17109711773111574,0.4436005473508995,0.4003746450432555,0.8652169108390808,-0.222188414,0.4867454931422551,-0.188002744,0.9489282965660095,0.2062291846766154,0.4360357353746241,0.4120982179543258,0.8986955881118774,-0.337612876,0.4103315210620656,-0.360317883,0.9321250915527344,0.1872518507651373,0.5826699244254568,0.32946249168711395,0.7007034420967102,defending
0.10947646850758501,-0.540547684,-0.091972696,0.9949426651000977,0.097392768,-0.564635208,-0.119913612,0.9966382384300232,0.099178352,-0.568390793,-0.120026702,0.9968756437301636,0.099852955,-0.572037283,-0.12013594,0.9971635341644287,0.11092174618154237,-0.558885628,-0.129116835,0.9963347315788269,0.11237179406367832,-0.557547084,-0.129224164,0.9956654906272888,0.11311985811024904,-0.555918392,-0.129436856,0.9957454800605774,0.035446177,-0.554931102,-0.18889508,0.9977746605873108,0.1215533,-0.542997758,-0.213410766,0.9967774748802185,0.1073778631214843,-0.520796947,-0.105352194,0.9947137832641602,0.1200674755140774,-0.513884533,-0.118938069,0.9935705065727234,0.002209465,-0.401030018,-0.125983094,0.9967215061187744,0.043626607,-0.397655811,-0.198843993,0.997577965,0.053881791,-0.251454989,-0.075864812,0.6415542960166931,0.012463695,-0.304515255,-0.251315818,0.43777358531951904,0.064627544,-0.317450915,-0.061615473,0.355121911,0.021256333856407628,-0.374639462,-0.298900267,0.23509272933006287,0.063077608,-0.320484862,-0.065010168,0.36800384521484375,0.022695982684714205,-0.383044139,-0.329152831,0.244215727,0.066872785,-0.346179112,-0.077972773,0.37201327085494995,0.026151617,-0.405509244,-0.321177497,0.2398114949464798,0.069577398,-0.343262177,-0.06341033,0.337542325,0.022449553730206857,-0.401889801,-0.297615864,0.2440512627363205,-0.042570483,0.010408212629087787,0.043596844,0.9979968667030334,0.042570483,-0.010408213,-0.043519489,0.9992904663085938,-0.151523468,0.18456879944288154,0.064069095,0.9674281477928162,0.2561833624034756,0.28345569200642773,0.058327428,0.8648065328598022,-0.348121636,0.4394664953380564,0.1273610880426213,0.9582935571670532,0.4028353035011486,0.4901765749974976,0.10095859397551953,0.8768711090087891,-0.318002589,0.478330335,0.13560703685746472,0.951999307,0.42493625041766214,0.5372435512667656,0.1038556248810367,0.9050514698028564,-0.347786958,0.47440140114664797,0.052123158428192935,0.9323964715003967,0.4352849308486808,0.554633918,0.015913733491537924,0.7215348482131958,defending
0.092458005,-0.497147964,-0.272010297,0.9954131245613098,0.098204754,-0.523846566,-0.243792516,0.9969240427017212,0.10147719789758444,-0.523279501,-0.243829157,0.9971269369125366,0.10709944481970546,-0.522510326,-0.243939543,0.9973950386047363,0.083481673,-0.527314317,-0.272277866,0.9966559410095215,0.075495627,-0.529085319,-0.272297523,0.9960398077964783,0.06813812,-0.530864194,-0.272393184,0.9961127638816833,0.09184074,-0.515375485,-0.044740178,0.9978976249694824,0.052052898,-0.527468536,-0.219502542,0.9969944953918457,0.089803408,-0.469564723,-0.196711811,0.995132327,0.071539149,-0.474052768,-0.235445573,0.9940438866615295,0.050642549,-0.401973452,0.16423162813483677,0.9969654083251953,-0.028818061,-0.3977288,-0.212768666,0.9974351525306702,0.13113164195084756,-0.309940467,0.3836776534201413,0.6427583694458008,-0.012547202,-0.307428013,-0.248972346,0.4614967107772827,0.22936628253449587,-0.301361163,0.3620258991326786,0.40194976329803467,0.068398011,-0.38925145,-0.211533359,0.25626227259635925,0.2581446408139765,-0.323406179,0.3710476436286886,0.40866878628730774,0.089698247,-0.402927631,-0.236319448,0.2579328417778015,0.2594329164886478,-0.347635432,0.31411030532742357,0.4144802391529083,0.091820039,-0.423638594,-0.22913001,0.2528074085712433,0.24910698118090666,-0.341122812,0.3365940446653658,0.38116008043289185,0.084402661,-0.417134965,-0.206583193,0.25196924805641174,0.010309461318540363,0.002676659,0.1274814384469084,0.9981131553649902,-0.010309461,-0.002676659,-0.127470626,0.9991792440414429,0.12078121434057774,0.13626273073476022,-0.104494599,0.9614694118499756,0.015350404822312884,0.24507581060221886,-0.223363773,0.8752265572547913,0.028290990616663562,0.39731160463607673,0.041722079,0.956540048,-0.084246571,0.5146880487543044,-0.012566762,0.88684082,-0.01975241,0.4580716616674252,0.049852949,0.9479353427886963,-0.050560714,0.5448402113839532,0.001505423,0.9055673480033875,0.017205891122211107,0.5267565336336173,-0.106447362,0.9333173036575317,-0.001551228,0.5869045746767797,-0.167157669,0.7447080016136169,defending
0.005804351,-0.494750444,-1.000770447,0.9958266019821167,0.020634826352065615,-0.527093929,-0.989540651,0.9970964193344116,0.026766611738162634,-0.526328553,-0.989569071,0.9973177909851074,0.033431903435502265,-0.525455995,-0.989925473,0.9975422024726868,0.008164391,-0.53445803,-0.968664503,0.9967725276947021,0.005223276,-0.5384632,-0.968864415,0.9962618947029114,0.002204464,-0.542473187,-0.968844717,0.9962643980979919,0.051258991,-0.519759467,-0.779754297,0.9979811310768127,0.005730558,-0.536486823,-0.676604316,0.9970867037773132,0.015293908575044285,-0.472479818,-0.913420254,0.9955184459686279,0.000203389,-0.476347556,-0.882814324,0.9944692850112915,0.12153948276256846,-0.39863286,-0.545023961,0.9972416162490845,-0.054808382,-0.398579132,-0.419785398,0.9975456595420837,0.2643126752764255,-0.320386,-0.723292826,0.6781147122383118,-0.156224345,-0.284198074,-0.412703388,0.5107178092002869,0.3225286546515222,-0.254623663,-1.192756059,0.45795339345932007,-0.184349117,-0.235160501,-0.76425206,0.3116629719734192,0.3530803680366067,-0.245186431,-1.31164222,0.45755594968795776,-0.210777134,-0.216170775,-0.848330166,0.29784491658210754,0.3565732853285716,-0.247576049,-1.375481239,0.4640096426010132,-0.202422406,-0.227812409,-0.927693438,0.29587146639823914,0.3495481757029819,-0.241370654,-1.244248444,0.43360885977745056,-0.187785988,-0.224251614,-0.813558277,0.2967134416103363,0.044252299,0.024613406368033792,-0.037389817,0.9981516599655151,-0.044252299,-0.024613406,0.037884056,0.9990706443786621,0.093285115,0.35993236864705436,-0.182932807,0.9647284150123596,-0.219363122,-0.144893221,-0.354968558,0.8871465921401978,0.15610713014346064,0.694656229,0.11855100428692204,0.9602587819099426,-0.385156673,0.20976436883285313,-0.144584693,0.8962077498435974,0.15429437961815484,0.7140641978533151,0.1328989042643776,0.9456947445869446,-0.386939845,0.25533183323861774,-0.133436786,0.9079517722129822,0.17860282504547434,0.8280429301659176,-0.195284762,0.9384559392929077,-0.437686736,0.24317584192836153,-0.398302499,0.7675249576568604,defending
-0.03531814,-0.48457162,-0.615528134,0.9958910346031189,-0.027703199,-0.519225968,-0.606082969,0.996883214,-0.021062218,-0.522736082,-0.606244946,0.9971002340316772,-0.014372473,-0.526020645,-0.606554043,0.9973187446594238,-0.045511909,-0.51431973,-0.581840414,0.9964473247528076,-0.050741712,-0.514714857,-0.581907251,0.9958433508872986,-0.055691843,-0.515201058,-0.58195353,0.9959635734558105,0.003355127,-0.525940679,-0.44401084,0.9973827004432678,-0.058367955,-0.516287988,-0.332360293,0.9968365430831909,-0.019226976,-0.465198036,-0.543947075,0.9955725073814392,-0.040987061,-0.459457285,-0.512123631,0.9946637153625488,0.082786566,-0.396020529,-0.369833781,0.9973893761634827,-0.101087396,-0.403770118,-0.092990809,0.9977033138275146,0.14734384116004906,-0.275587,-0.568038662,0.7022200226783752,-0.167313258,-0.252114777,-0.059005276,0.5416548252105713,0.21118295877306675,-0.294610372,-0.978978125,0.46604403853416443,-0.151534261,-0.164579102,-0.469664037,0.3533409833908081,0.20846933591734013,-0.304968116,-1.070841546,0.45277801156044006,-0.157128794,-0.135257078,-0.325222297,0.3297025263309479,0.16559171750267274,-0.322365622,-1.053208746,0.45742711424827576,-0.140451198,-0.137055492,-0.522117425,0.32887348532676697,0.15710984362186925,-0.315202659,-0.983396774,0.42415347695350647,-0.128055314,-0.205198632,-0.383571424,0.32756030559539795,0.047946833,0.004635578,-0.031791807,0.9982046484947205,-0.047946833,-0.004635578,0.032446668,0.9990026950836182,0.087312097,0.27772851377270263,-0.134783276,0.9611507654190063,-0.037971599,0.17829633325464392,0.019965586,0.8886756896972656,0.082486677,0.48041661610552583,0.19118976852027292,0.9578362107276917,0.036499722961398834,0.34472641232086015,0.5102703647221032,0.8934568762779236,0.086626676,0.5077071739247293,0.21981733510162718,0.9445086121559143,0.056060323616338795,0.36741028064327824,0.5496657830191812,0.9046316742897034,0.05822902,0.5574366608210796,0.027087093345201655,0.9327232241630554,0.027526362993574197,0.28990386492040765,0.3775158269673779,0.7694513201713562,defending
-0.014073785,-0.540355543,-0.839705559,0.9962769746780396,0.001095525,-0.571543756,-0.80052958,0.9971520304679871,0.009033669,-0.571195198,-0.800717289,0.997353733,0.015826120454695565,-0.570638234,-0.801033368,0.9975489974021912,-0.02938293,-0.574585203,-0.801990318,0.9967402815818787,-0.041635292,-0.576461551,-0.801965665,0.9961796402931213,-0.053190252,-0.578173668,-0.801995478,0.9962798953056335,0.027205812,-0.556849854,-0.500862883,0.9975766539573669,-0.077821912,-0.566568055,-0.507076497,0.9970738887786865,-0.005681848,-0.509789912,-0.719558176,0.9959911108016968,-0.049623316,-0.508574531,-0.723924338,0.995180607,0.094400131,-0.368163772,-0.31917849,0.9976407885551453,-0.108046323,-0.431719833,-0.240411209,0.9979190826416016,0.13907712827868776,-0.227459696,-0.602954509,0.7251098155975342,-0.201385501,-0.21989548,-0.327753664,0.5734951496124268,0.16497000684116167,-0.320789643,-1.162083994,0.509711742,-0.145103492,-0.037490637,-0.723531089,0.3874926269054413,0.17715322483143797,-0.329855074,-1.280122313,0.492341012,-0.148991494,0.016723358404882527,-0.80347829,0.3585992455482483,0.15986665245782408,-0.344987576,-1.287246553,0.4965815544128418,-0.125285596,0.055878124231080295,-0.843281037,0.3584257662296295,0.14689957317773303,-0.345647425,-1.179288007,0.4608525335788727,-0.115696539,-0.012565889,-0.744943311,0.353136271,0.062135111,-0.002958142,0.006691119,0.9983510971069336,-0.062135111,0.002958142,-0.006208889,0.9990397095680237,0.120569471,0.29807887878452966,-0.27624004,0.9588001370429993,0.021601249467404115,0.2915385218143052,-0.087733167,0.8935994505882263,0.1858596350147404,0.6142247225660139,-0.060131641,0.9580100178718567,0.16764024935958127,0.5487930595319955,0.29524798827502896,0.8986630439758301,0.1782271927718132,0.6640927944640947,-0.056499754,0.9356883764266968,0.17840916876171023,0.576260885,0.3141754978908743,0.8991252779960632,0.2001600582208066,0.754740573,-0.425803807,0.934433103,0.19330207460154952,0.6192682209526745,-0.017257313,0.7856431007385254,defending
-0.05887346,-0.567543798,-0.080054577,0.9966481328010559,-0.078288808,-0.591430592,-0.056643022,0.9974362254142761,-0.079157557,-0.590829972,-0.056646264,0.997617245,-0.088475885,-0.59089282,-0.05679299,0.9977937340736389,-0.079836604,-0.588487964,-0.109648898,0.997066081,-0.081311159,-0.586164325,-0.109757796,0.9965613484382629,-0.082593026,-0.583588116,-0.109889926,0.9966517090797424,-0.094467033,-0.562979898,0.063181146,0.9978183507919312,-0.097755707,-0.555069054,-0.190514946,0.9973663687705994,-0.05736366,-0.536722669,-0.033366551,0.996389627,-0.060603925,-0.534784525,-0.101951204,0.9956605434417725,-0.000306164,-0.38325591,0.21968150346286558,0.9978325366973877,-0.042358619,-0.415605602,-0.231385316,0.9981202483177185,0.13273294324783966,-0.458688297,0.28060569903389543,0.7354879379272461,-0.09324599,-0.334954512,-0.243106732,0.6158058047294617,0.19445154735294212,-0.645653866,0.23081013835693606,0.5258593559265137,-0.12582951,-0.418597542,-0.217319574,0.44591784477233887,0.19948125591113616,-0.707556387,0.2379903058660547,0.4954451322555542,-0.134170682,-0.456522671,-0.242089459,0.4161595404148102,0.19539935241075693,-0.719280062,0.20440520966818979,0.5010722279548645,-0.143250428,-0.45621855,-0.257496242,0.41600698232650757,0.1932372629856961,-0.695041319,0.2106679645916029,0.4692953824996948,-0.139814763,-0.435272106,-0.224316797,0.40975067019462585,0.019111855,-0.010688602,0.17642346766078681,0.9984470009803772,-0.019111855,0.010688602,-0.176795466,0.9991141557693481,0.066100817,0.25474349306138605,0.22736657500120733,0.8819683790206909,0.089842859,0.29807761809712946,-0.337066464,0.9015534520149231,-0.026184716,0.36905360810893106,0.3632667792597565,0.9039906859397888,-0.155674643,0.3406150556545438,-0.042812694,0.8999838829040527,-0.049676034,0.36754699020258624,0.37582321202261376,0.8910737633705139,-0.243874304,0.36709159427272664,-0.007495947,0.9008101224899292,-0.027509254,0.411809117,0.33991270861000195,0.891421378,-0.216519783,0.41499256642975757,0.015381098217123041,0.7922717332839966,defending
-0.041243359,-0.537615275,-0.605727656,0.9968626499176025,-0.037884158,-0.5663247,-0.576900663,0.9972989559173584,-0.03220458,-0.566823551,-0.577017506,0.9973959922790527,-0.027396604,-0.567509289,-0.57719198,0.9976707100868225,-0.055421358,-0.563428602,-0.590754371,0.9969561100006104,-0.062642791,-0.561845047,-0.590720202,0.99636364,-0.069753525,-0.559701213,-0.590686288,0.9964969158172607,-0.024208422,-0.551068289,-0.341097424,0.9969455003738403,-0.083574855,-0.538359647,-0.412364992,0.9969445466995239,-0.032969493,-0.503940484,-0.511135427,0.9965603947639465,-0.050751255,-0.500932833,-0.53027574,0.9959110617637634,0.025387465400005135,-0.408250903,-0.146568642,0.9980476498603821,-0.134483116,-0.384275525,-0.227814674,0.9982777237892151,0.14569285936285944,-0.401381787,-0.090813352,0.760767937,-0.194606208,-0.256669054,-0.150933586,0.6530334949493408,0.15978059269186973,-0.258188599,-0.286520367,0.5710503458976746,-0.199978686,-0.080960134,-0.293560224,0.4957616627216339,0.1733435388326172,-0.215453253,-0.33880388,0.5400826930999756,-0.206409931,-0.035247083,-0.340165119,0.4625096917152405,0.15878331786767785,-0.211047421,-0.37114164,0.5457678437232971,-0.196652886,-0.030040334,-0.400346162,0.46353963017463684,0.14483802190020303,-0.222804539,-0.304962614,0.5159621238708496,-0.191874985,-0.044288251,-0.320807886,0.45750173926353455,0.046527789,-0.013518538,0.059598337,0.9985889792442322,-0.046527789,0.013518538445821295,-0.059787699,0.9991413950920105,0.10791044271843563,0.2267152319892462,-0.031925115,0.8864873647689819,-0.002858004,0.18810169611307756,-0.165865641,0.9038099646568298,0.14196807330121433,0.4498920110690447,0.2035563418037775,0.9051260948181152,-0.015108214,0.2991178620028908,0.43533477621231365,0.872870922,0.13014543102425902,0.48373775594510077,0.22159262734595564,0.875770628,-0.018933846,0.31122456848783203,0.49442947372619883,0.8587973713874817,0.1865949485698625,0.5124053332358478,0.068368259,0.8923195004463196,-0.003053424,0.43120921177042715,0.38372147420348124,0.7810154557228088,defending
